mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.27553709348042804,0.012417734080104714,0.015884002049763996,0.0005104823817143156,0.7,200,5,3,0.05,0.7,"{'subsample': 0.7, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 0.7}",0.858433734939759,0.8598386298818463,0.8308698615505122,0.8497140754573725,0.013337209372658788,1
0.40310104688008624,0.0075260369904859735,0.016490697860717773,0.0002451539740047205,0.85,300,5,3,0.05,0.7,"{'subsample': 0.85, 'n_estimators': 300, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 0.7}",0.8585799720621617,0.8574399045457192,0.8301221732805714,0.8487140166294841,0.013154654887615379,2
0.21964144706726074,0.0023420388523698395,0.015241146087646484,0.001109889386447681,0.7,100,1,5,0.01,0.85,"{'subsample': 0.7, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.01, 'colsample_bytree': 0.85}",0.8578255049182235,0.8591561899773006,0.8284887396257344,0.8484901448404195,0.014153558765745955,3
0.47714845339457196,0.09978041932070282,0.021299123764038086,0.0030134147417271986,0.7,200,1,5,0.1,0.85,"{'subsample': 0.7, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 0.85}",0.8402908736394856,0.848617659041965,0.8193261068910846,0.8360782131908451,0.012323653081063002,4
